n,id,date,text,lang,source
26605,441331HAN331-12824974,2024-06-13,Has the member spent any time actually doing some research into that aspect of this concern?,EN,parliament
13967,www_lapresse_ca_affaires_entreprises_2024-08-23_transport-ferroviaire_ottawa-a-t-il-evite-le-pire_php_20240823_100330,2024-08-23,"Larivière recommandait aux clients, particulièrement aux gens qui doivent se racheter de nouveaux appareils pour remplacer ceux endommagés par les récentes inondations, de commander leurs électroménagers à l’avance.",FR,headlines
4006,vancouversun_com_news_scammers-emails-steal-526k-home-renovation_20240830_223333,2024-08-30,"But the hackers got that email, too, when it was “inadvertently” sent to the hackers’ addresses, “which had been made to appear similar to the actual email address of the owner’s officers and agents,” the lawsuit said.",EN,headlines
25952,441297HAN297-12666066,2024-04-10,"Speaker, the member across knows not to use such language, and he knows that there is no evidence for the kind of language he is using that supports that.",EN,parliament
8598,www_theglobeandmail_com_business_article-distressed-real-estate-sales-rise-but-often-potential-buyers-find-the__20240827_041331,2024-08-27,He said buyers “smell blood in the water” and want the best deal possible.,EN,headlines
26397,441318HAN318-12764785,2024-05-27,They ask me what the Bloc Québécois's position is.,EN,parliament
15440,ici_radio-canada_ca_nouvelle_2102613_kamala-harris-changements-climatiques-strategie_20240907_101328,2024-09-07,"La journaliste Dana Bash lui a demandé de clarifier sa position sur la fracturation hydraulique, une technique assez contestée à cause des substances chimiques injectées dans le sol, utilisée pour extraire du gaz naturel ou du pétrole de schiste.",FR,headlines
29625,441325HAN325-12797905,2024-06-05,"What are the member's thoughts about the general movement, in terms of the government recognizing the issue, and about actually putting financial resources and things like today's legislation in place to protect the water?",EN,parliament
11088,www_journaldemontreal_com_2024_10_01_en-direct-debat-des-colistiers-suivez-le-face-a-face-entre-jd-vance-et-tim-walz_20241002_035325,2024-10-02,"«Je vous crois, Tim Walz, que vous voulez régler l’immigration.",FR,headlines
17177,www_ledevoir_com_sports_816817_jeux-olympiques-pas-comme-autres_20240720_163337,2024-07-20,"Il aura fallu tout ce temps pour qu’elles arrivent enfin, cette année, à la parité parfaite avec les hommes, au terme d’un long processus où l’on a éliminé des sports uniquement masculins, fait entrer les femmes dans d’autres disciplines et ajouté des épreuves mixtes.",FR,headlines
22907,441291HAN291-12631989,2024-03-19,Why is the Conservative Party making axing the carbon tax the slogan for its next election campaign on the pretext that it is what is making Canadians poorer?,EN,parliament
2862,www_theglobeandmail_com_world_article-israel-pounds-central-gaza-camps-deepens-invasion-of-rafah__20240620_121359,2024-06-20,"The operations have forced more than a million people to flee since May, the vast majority already displaced from other parts of the enclave.",EN,headlines
32552,441346HAN346-12891150,2024-10-01,Y voir autre chose qu'un simple diminutif est tout simplement ridicule.Je les encourage à continuer de porter attention…,FR,parliament
16765,ici_radio-canada_ca_nouvelle_2090078_kamala-harris-appuis-investiture-democrate_20240722_155332,2024-07-22,"Il est difficile de voir comment cet élu, souvent critiqué par ses anciens collègues démocrates pour ses votes dissidents et ses prises de position, pourrait obtenir l'appui d'une majorité de délégués ou même être une menace sérieuse pour la vice-présidente.",FR,headlines
12630,www_ledevoir_com_economie_837286_gouverneur-banque-canada-evoque-risques-guerre-commerciale-etats-unis_20250130_013408,2025-01-30,"Troisième point : oui, c’est important d’y porter attention, car cela affecte l’inflation.",FR,headlines
15880,www_tvanouvelles_ca_2024_08_24_voitures-electriques-quebec-ne-se-donne-pas-les-moyens-pour-atteindre-lobjectif-de-2035-selon-la-fccq_20240825_060328,2024-08-25,"«On partage l’objectif de décarboner les transports au Québec, je pense que c’est important qu’on fasse ce virage-là», indique-t-il.",FR,headlines
17070,www_journaldemontreal_com_2024_08_29_des-le-1er-avril-prochain-une-prime-de-800-par-an-pour-les-fonctionnaires-fideles_20240829_052331,2024-08-29,"Par cette mesure, l’employeur souhaite évidemment une meilleure rétention de son personnel et éviter le mouvement continuel des fonctionnaires entre les différents ministères et organismes.",FR,headlines
7933,vancouversun_com_news_hells-angels-east-vancouver-clubhouse-for-sale_20250121_015356,2025-01-21,"He said the sale “when completed, will include a right of entry, a legal tool authorizing the Civil Forfeiture Office to take the property back if it is ever acquired and used by organized crime in the future.”",EN,headlines
2405,www_cbc_ca_news_world_us-election-voting-day-how-to-see-results-1_7373406_20241105_204355,2024-11-05,"Box 500 Station A Toronto, ON  Canada, M5W 1E6   Toll-free (Canada only):  1-866-306-4636  It is a priority for CBC to create products that are accessible to all in Canada including people with visual, hearing, motor and cognitive challenges.",EN,headlines
7563,vancouversun_com_news_bc-doctors-sound-alarm-drop-in-medical-clinics-disappear_20241206_080328,2024-12-06,"Meanwhile, emergency room waiting times continue to worsen as more people lose access to other options for primary care.",EN,headlines
21981,441384HAN384-13050256,2024-12-06,"The Yukon is a place that leads with vision and determination, essential qualities for tackling the complex challenges we face, and for building a stronger, more inclusive Canada.",EN,parliament
23087,441371HAN371-12997478,2024-11-19,The Liberals have let everyone down.,EN,parliament
20737,441339HAN339-12865257,2024-09-19,"Let us look at the situation we are in again, and listen to the NDP talk about the housing crisis and where we are right now relative to the past.",EN,parliament
34108,441278HAN278-12569029,2024-02-08,"Les commentaires fournis à Immigration, Réfugiés et Citoyenneté Canada par des partenaires, des intervenants et des Canadiens nous ont permis de préparer des mesures qui amélioreront le système d’immigration du Canada et qui seront mises en œuvre au moyen d’une approche pangouvernementale et d’une collaboration à l’échelle de la société.",FR,parliament
29355,441318HAN318-12764879,2024-05-27,"When we talk about offshore projects, they do fall under federal jurisdiction.However, my question is really around the timing, and the member noted the timing.",EN,parliament
37654,441390HAN390-13072655,2024-12-16,"Nous allons faire comprendre aux Québécois que la seule option crédible pour défendre les intérêts des Québécois à la Chambre, le seul parti qui les regarde dans les yeux et juste dans les yeux, le seul parti qui parle d'eux sans faire de compromis, le seul parti qui connaît leurs valeurs et leurs besoins, c'est le Bloc québécois.",FR,parliament
17422,www_ledevoir_com_politique_canada_822908_petit-guide-survie-gouvernement-trudeau_20241103_100407,2024-11-03,"Cette option pourrait faire sauter la question de privilège, mais elle aurait comme effet secondaire de tuer au feuilleton tous les projets de loi encore examinés par les élus ou les sénateurs.",FR,headlines
10972,www_journaldemontreal_com_2025_01_12_aveuglement-volontaire-du-dr-eric-savard-110-000-damendes-pour-cet-optometriste-vedette_20250112_080328,2025-01-12,Il a en effet été déclaré coupable et sanctionné dans le cadre de deux autres plaintes similaires.,FR,headlines
38061,441273HAN273-12547553,2024-02-01,Ce n'est plus une taxe.,FR,parliament
23858,441311HAN311-12732446,2024-05-08,We recognize how important it is to protect our democratic system.,EN,parliament
28983,441329HAN329-12815252,2024-06-11,The only people who could run the economy worse than the Liberal government would be an NDP government.,EN,parliament
25357,441331HAN331-12824491,2024-06-13,One of the things we dealt with the most at the municipal level was infrastructure and how we could put infrastructure in place that was resilient and adaptable to the changing climate and storms.,EN,parliament
4685,www_ctvnews_ca_world_thousands-of-structures-destroyed-in-l-a-county-s-most-destructive-fire-1_7169734_20250110_073409,2025-01-10,It’s expected to remain until 6 p.m.,EN,headlines
8955,www_theglobeandmail_com_world_us-politics_article-trump-harris-us-election-final-weekend__20241103_180351,2024-11-03,"Only seven states are seen as truly competitive, but a poll released on Saturday showed Harris holding a surprise lead in Iowa, a state Trump won easily in the last two elections.",EN,headlines
4071,www_thestar_com_news_gta_body-of-missing-markham-realtor-found-3-youths-facing-weapon-fraud-charges_article_7e959408-6080-11ef-b04f-fbc8a3800bbd_html_20240822_183355,2024-08-22,“She’s very nice and a very successful agent.”,EN,headlines
15482,ici_radio-canada_ca_info_long-format_2085769_montreal-ville-evenements-sportifs-inquietude_20240708_234408,2024-07-08,C'est le premier de deux articles sur la santé des événements sportifs d'importance à Montréal.,FR,headlines
8473,globalnews_ca_news_10865657_trump-administration-us-canada-members__20241114_135328,2024-11-14,"U.S. president-elect Donald Trump is quickly building out his cabinet, and some of his most high-profile nominees will become key figures in the Canada-U.S. relationship if confirmed.",EN,headlines
27365,441298HAN298-12670967,2024-04-11,The fact that the leader of the Conservative Party is making disinformation about the industrial price of carbon is a concern.,EN,parliament
39346,441344HAN344-12885851,2024-09-26,"Sait-on combien de logements il faudra construire, d'ici 2030, pour satisfaire tous les besoins que nous avons au Canada?",FR,parliament
6218,globalnews_ca_news_10635303_joe-biden-drops-out-of-2024-u-s-presidential-race__20240722_072351,2024-07-22,"Today I want to offer my full support and endorsement for Kamala to be the nominee of our party this year,” he said.",EN,headlines
6062,www_cbc_ca_news_canada_calgary_water-main-break-calgary-water-restrictions-pipe-component-1_7239571_20240619_231433,2024-06-19,"""As we heard yesterday, these hot spots are not leaks, they are sections of the feeder main that needed an immediate repair,"" Gondek said.",EN,headlines
34965,441376HAN376-13020738,2024-11-26,"Il est resté les bras croisés pendant des semaines jusqu'à l'annonce de ces droits de douane, et sa grande trouvaille, c'est un appel demain, un groupe de politiciens assis autour d'une table pour une séance de photos.Nous avons besoin d'un plan « le Canada d'abord ».",FR,parliament
17687,ici_radio-canada_ca_nouvelle_2086878_colistiers-probables-donald-trump-republicains_20240712_084329,2024-07-12,"Il ne doit pas non plus créer de distractions (exit donc la gouverneure du Dakota du Sud, Kristi Noem, qui s'est vantée dans une autobiographie d’avoir abattu son chiot Cricket).",FR,headlines
26300,441334HAN334-12834420,2024-06-18,"Speaker, the NDP members, who are part of the disastrous coalition, are saying “trust us”.",EN,parliament
34658,441270HAN270-12530107,2024-01-29,"C'est cela, le gros bon sens, et c'est ce que nous allons faire.Madame la Présidente, je vous souhaite une bonne année.",FR,parliament
4134,www_ctvnews_ca_sports_summer-olympics-summer-mcintosh-wins-gold-in-women-s-200-medley-1_6988589_20240804_001332,2024-08-04,McIntosh could do one medal better if she races the medley relay in Sunday's swimming finale in Paris.,EN,headlines
30502,441337HAN337-12856252,2024-09-17,L'argent dépensé n'appartient pas au gouvernement.,FR,parliament
29276,441295HAN295-12659910,2024-04-08,"In 2021, when the increase in countervailing duties was announced, the government was busy panicking over the electric vehicle issue and did nothing at all about softwood lumber.",EN,parliament
29856,441292HAN292-12640218,2024-03-20,The Minister of Foreign Affairs was clear: Children cannot be used as pawns of war.,EN,parliament
14124,www_journaldemontreal_com_2024_12_31_equipements-et-dechets-qui-trainent-illumi-laval-occupe-illegalement-un-terrain-depuis-trois-mois_20241128_090326,2024-11-28,"Dès juillet 2023, la Ville confirmait d’ailleurs à Cavalia qu’il ne serait pas possible de tenir les activités sur un site alternatif [...]»",FR,headlines
20759,441292HAN292-12640025,2024-03-20,"It is now out of that group, but it is a permanent member of the Security Council and we expect more from it.",EN,parliament
22987,441303HAN303-12693211,2024-04-19,Will the government even listen to the national council?,EN,parliament
36643,441320HAN320-12772625,2024-05-29,"Monsieur le Président, la ministre croit-elle que l'héroïne devrait se vendre dans des machines distributrices?",FR,parliament
26800,441329HAN329-12815195,2024-06-11,"It is the best of times, as one is well aware, for the billionaires and for profitable corporations in Canada.",EN,parliament
8617,vancouversun_com_news_crime_guilty-plea-bc-gangster-jimi-sandhu-murder-thailand_20240703_072349,2024-07-03,Both had left the Canadian Armed Forces as corporals.,EN,headlines
35206,441317HAN317-12759666,2024-05-24,Il s'est opposé aux lois antibriseurs de grève.,FR,parliament
18837,www_ledevoir_com_sports_816817_jeux-olympiques-pas-comme-autres_20240720_122330,2024-07-20,Mais les Jeux de Paris ne seront pas des Jeux olympiques comme les autres.,FR,headlines
25367,441330HAN330-12819061,2024-06-12,"As members know, when a loved one passes away there are a lot of administrative processes people have to go through.",EN,parliament
11130,www_lapresse_ca_actualites_2024-09-08_fraudes-envers-les-aines_escroques-et-brises-par-des-proches_php_20240908_140326,2024-09-08,"L’histoire de Monsieur T., dont les abus perpétrés par sa fille sont révélés dans un document judiciaire obtenu par La Presse et dont les faits n’ont pas encore été prouvés en cour, n’est malheureusement pas unique.",FR,headlines
35543,441351HAN351-12915084,2024-10-08,"Nous pourrions parler du scandale au Sénat du Parti conservateur, et que dire non pas d'un, mais de deux scandales électoraux?",FR,parliament
3730,www_ctvnews_ca_climate-and-environment_live-updates-milton-remains-on-course-for-wednesday-landfall-on-florida-s-west-coast-1_7067453_20241009_221355,2024-10-09,The storm is expected to make landfall Wednesday night.,EN,headlines
24330,441369HAN369-12987768,2024-11-08,"If the Conservatives want to talk about corruption, they should bring it forward on an opposition day and open the floodgates.",EN,parliament
6678,www_theglobeandmail_com_world_us-politics_article-trump-puts-gop-senate-majoritys-loyalties-to-the-test-as-gaetz-other__20241116_050331,2024-11-16,"One moderate Republican senator, Susan Collins of Maine, told reporters she was “shocked” that Mr.",EN,headlines
2782,globalnews_ca_news_10938015_happy-new-year-world-welcomes-2025__20250101_011350,2025-01-01,"Meanwhile, the extent of starvation has been hard to assess in northern Gaza, where thousands have fled an intensified Israeli military crackdown that aid groups say has allowed barely any delivery of support since October.",EN,headlines
19745,www_ledevoir_com_monde_moyen-orient_824830_pourquoi-hostilites-ont-elles-repris-syrie_20241202_002356,2024-12-02,"Pour arriver à « affaiblir encore plus le Hezbollah libanais », comme le souhaitent les États-Unis, « il faut affaiblir la Syrie », résume M.",FR,headlines
34012,441302HAN302-12689437,2024-04-18,"Madame la Présidente, j’ai vu les chiffres et j’ai écouté la ministre des Finances déclarer que le Canada est en tête du G7 en matière d’investissements directs étrangers.",FR,parliament
5661,www_cbc_ca_newsinteractives_features_piapot-first-nation-indigenous-land-claims_20240923_141354,2024-09-23,Fox himself was one of them.,EN,headlines
20529,441277HAN277-12563752,2024-02-07,"They were already in place, put there by the previous Conservative government; they were not created by Bill C-5.",EN,parliament
20854,441351HAN351-12914539,2024-10-08,They also want to see an approach that actually constructively measures outcomes.,EN,parliament
25665,441348HAN348-12904309,2024-10-03,"At the industry committee, we tried to get a motion passed that would produce the contribution agreement to see what was included in it.",EN,parliament
12726,ici_radio-canada_ca_nouvelle_2129365_opposition-officielle-federal-blanchet-prone-modestie_20241227_210324,2024-12-27,"Notre travail ne veut rien dire si les gens ne nous comprennent pas, a-t-il lâché.",FR,headlines
7144,www_theglobeandmail_com_sports_football_article-toronto-argonauts-winnipeg-blue-bombers-begin-battle-as-111th-grey-cup__20241118_085338,2024-11-18,Three picks came in the fourth quarter when Toronto outscored Winnipeg 24-11.,EN,headlines
11273,www_ledevoir_com_monde_moyen-orient_825463_president-bachar-al-assad-aurait-fui-syrie_20241208_113340,2024-12-08,"Depuis le début de leur offensive le 27 novembre dans le nord-ouest de la Syrie, les rebelles ont conquis rapidement plusieurs grandes villes clés et avaient annoncé viser Damas menaçant de faire chuter le président syrien.",FR,headlines
2520,www_ctvnews_ca_climate-and-environment_stunning-photos-show-lava-erupting-from-hawaii-s-kilauea-volcano-1_7157383_20241225_004340,2024-12-25,"In this photo provided by the National Park Service, people watch as an eruption takes place on the summit of the Kilauea volcano in Hawaii, Monday, Dec.",EN,headlines
11522,www_tvanouvelles_ca_2024_10_17_larmee-israelienne-verifie-si-le-chef-du-hamas-yahya-sinouar-a-ete-elimine_20241017_180348,2024-10-17,"L’attaque du Hamas le 7 octobre a entraîné la mort de 1 206 personnes en Israël, en majorité des civils, selon un décompte de l’AFP basé sur des données officielles israéliennes et incluant les otages morts ou tués en captivité à Gaza.",FR,headlines
27815,441292HAN292-12640210,2024-03-20,"On the one hand, you referred to a member's remarks causing disorder in the House.",EN,parliament
10253,www_ledevoir_com_politique_quebec_833110_pas-austerite-mais-discipline-promet-girard_20250115_102328,2025-01-15,"Avec un déficit accumulé de 11 milliards de dollars, beaucoup craignent de voir un nouveau régime d’austérité imposé au Québec comme ce fut le cas sous le gouvernement libéral de Philippe Couillard.",FR,headlines
24012,441296HAN296-12663039,2024-04-09,I drive an electric car and my wife drives a hybrid electric car.,EN,parliament
37085,441285HAN285-12602560,2024-02-26,"Je ne pense pas que cela empêche quelqu'un de spéculer sur le fait qu’un député puisse, à l’avenir, choisir de participer aux débats virtuellement ou en personne.",FR,parliament
19482,www_tvanouvelles_ca_2024_07_03_louragan-beryl-frappe-la-jamaique-et-se-dirige-vers-le-mexique_20240704_123353,2024-07-04,"», a raconté ironiquement au Journal Marie Imbault, une Québécoise vivant avec ses trois jeunes enfants à Montego Bay, une ville portuaire au nord du pays.",FR,headlines
34431,441371HAN371-12997091,2024-11-19,Il a été critiqué par Human Rights Watch.,FR,parliament
33596,441351HAN351-12911858,2024-10-08,Voilà pourquoi je dirais à mes collègues que c'est un rapport intéressant à lire.,FR,parliament
551,vancouversun_com_entertainment_taylor-swift-vancouver-eras-tour-concert-review_20241207_093334,2024-12-07,"And, if she doesn’t sit, you don’t sit.",EN,headlines
2905,www_cbc_ca_news_world_los-angeles-wildfires-1_7429025_20250112_063429,2025-01-12,National Weather Service warned of worsening Santa Ana winds in the Los Angeles and Ventura counties.,EN,headlines
449,vancouversun_com_news_first-nation-chief-bc-landslide-doubled-size_20240803_114330,2024-08-03,"He said there are concerns about impending salmon runs expected in the next one to two weeks, but reports about the slides in the past indicate that the fish are “incredibly adaptable species, particularly to these natural occurring events.”",EN,headlines
2076,www_cbc_ca_sports_olympics_the-buzzer-olympic-newsletter-day-3-1_7279357_20240730_003432,2024-07-30,"The defending Olympic champions finished third in their opening-round heat today, sending them to the repechage on Thursday.",EN,headlines
32762,441371HAN371-12994921,2024-11-19,"Je crois que cela nous met en infraction avec les obligations qui nous incombent au titre de l'Accord Canada-États-Unis-Mexique, selon lequel tous les partenaires de cet accord doivent agir contre le travail forcé.",FR,parliament
19865,ici_radio-canada_ca_nouvelle_2099673_ukraine-guerre-russie-reuters-hotels-koursk-belarus_20240826_015356,2024-08-26,"Nous avertissons les responsables bélarusses de ne pas commettre d'erreur tragique sous la pression de Moscou, et nous pressons ses forces armées de cesser ses actes inamicaux et de retirer les forces de la frontière de l'Ukraine à une distance supérieure à la distance de tir des systèmes du Bélarus, a ajouté la diplomatie ukrainienne dans un communiqué.",FR,headlines
1432,www_ctvnews_ca_politics_trudeau-considering-his-options-as-leader-after-freeland-quits-cabinet-sources-say-1_7146952_20241217_032330,2024-12-17,"“No, I am the minister of innovation, science and industry, and as I’ve told you, it’s a serious situation,” he replied.",EN,headlines
3460,www_thestar_com_news_ontario_no-movement-at-all-snowstorms-in-muskoka-cottage-country-strand-motorists-drop-more-than-a_article_5aa35fb8-afdf-11ef-a6f9-fb6f29c221c2_html_20241202_075412,2024-12-02,We had to create our own path on this one due to a stuck vehicle!,EN,headlines
12795,ici_radio-canada_ca_info_en-direct_1012044_ouragan-milton-vents-dommages-catastrophe_20241010_131351,2024-10-10,"La mairesse fera une tournée aérienne de sa ville au lever du jour, afin de constater l'ampleur des dégâts.",FR,headlines
18715,www_journaldemontreal_com_2025_01_04_operee-a-cur-ouvert-a-seulement-neuf-jours--une-petite-miraculee-de-retour-a-la-maison-pour-les-fetes_20241226_053327,2024-12-26,La petite Lara est née le 22 octobre dernier au CHUL de Québec entourée de spécialistes prêts à la prendre en charge dès qu’elle allait se montrer le bout du nez.,FR,headlines
36219,441345HAN345-12889425,2024-09-27,Nous sommes très fiers de Noémie.,FR,parliament
13077,ici_radio-canada_ca_nouvelle_2132281_saaq-permis-suspendu-facultes-affaiblies-facture_20250114_101328,2025-01-14,Marie-France Lévesque reçoit une lettre de la Société de l’assurance automobile du Québec (SAAQ) qui l’informe que son permis de conduire a été révoqué parce qu’elle a plaidé coupable d'accusations de conduite avec les facultés affaiblies.,FR,headlines
26384,441377HAN377-13021698,2024-11-27,"Its healthy meal program provides over 2,000 nutritious, balanced meals weekly, and its school hamper program partners with local schools to provide nutritious food hampers to families in need, ensuring children have the energy and focus for academic success.",EN,parliament
17251,www_lapresse_ca_actualites_politique_2024-12-17_menace-de-tarifs-douaniers_ottawa-propose-de-creer-une-nouvelle-unite-policiere-nord-americaine_php_20241218_011357,2024-12-18,"(Ottawa) Le ministre de la Sécurité publique, et nouveau ministre des Finances, Dominic LeBlanc, espère convaincre la prochaine administration Trump d’abandonner sa menace de tarifs douaniers en lui proposant de créer une unité nord-américaine de policiers et d’agents transfrontaliers pour lutter contre le crime organisé.",FR,headlines
21916,441284HAN284-12594264,2024-02-16,I do have quite a number of articles from over the last month.,EN,parliament
9521,www_theglobeandmail_com_arts_film_article-donald-sutherland-death-obituary__20240620_193406,2024-06-20,"In 2009, CTV hired him as the voice of its promotional commercials for the 2010 Winter Olympics in Vancouver.",EN,headlines
16122,www_lapresse_ca_actualites_education_2024-07-11_enseignants-et-influenceurs_php_20240711_125334,2024-07-11,"Je ne voulais vraiment pas mettre de l’huile sur le feu », a insisté Mélanie, qui n’avait jamais eu d’avertissement ou d’autre évaluation par le passé.",FR,headlines
14339,ici_radio-canada_ca_info_long-format_2082532_jean-philippe-caty-accident-readaptation_20240630_153337,2024-06-30,"Jean-Philippe Caty a finalement entendu la voix d’un pompier volontaire disant : Bouge pas, on est là.",FR,headlines
10995,www_ledevoir_com_economie_829342_grand-bond-avant-conciliation-famille-travail_20250104_194350,2025-01-04,La pandémie a aussi montré tout le potentiel du télétravail.,FR,headlines
25794,441332HAN332-12827750,2024-06-14,"Madam Speaker, we have heard from marginalized groups, particularly indigenous women, who are disproportionately impacted by our justice system and who are disproportionately present in our jails.",EN,parliament
4705,www_theglobeandmail_com_canada_article-canada-soccer-spying-culture-problem__20241123_133353,2024-11-23,"Mander was sending texts to team staff trying to arrange a discreet way to get into an opponent’s practice, without tipping off the Dominican liaison provided to the Canadian team.",EN,headlines
1479,www_ctvnews_ca_politics_trudeau-cabinet-to-face-fresh-questions-about-trump-s-major-canadian-tariff-threat-1_7123360_20241126_142327,2024-11-26,"The president-elect said the tariffs would stay, until the two border countries address what he called the ""long simmering problem"" of drugs and illegal immigrants crossing into the United States.",EN,headlines
37479,441329HAN329-12816584,2024-06-11,"Deuxièmement, parlons aussi de la façon dont nous en sommes arrivés à ce projet de loi.",FR,parliament
1897,www_cbc_ca_news_politics_byelection-polls-liberal-conservative-ballot-vote-1_7243748_20240625_172404,2024-06-25,"Trudeau's main rival, Conservative Leader Pierre Poilievre, urged the prime minister to call an early election in a social media post Tuesday morning.",EN,headlines
5667,www_thestar_com_news_investigations_an-alleged-mafia-leader-has-been-accused-of-laundering-crime-money-why-are-these-banks_article_14515d4a-a5de-11ef-8c28-7374f61d0c68_html_20241120_115427,2024-11-20,Criminal charges against him were stayed.,EN,headlines
11177,ici_radio-canada_ca_info_long-format_2085769_montreal-ville-evenements-sportifs-inquietude_20240708_220350,2024-07-08,"Photo : Fédération internationale de triathlon / Wagner Araujo Même pour des événements dont la récurrence semble acquise, les confirmations tardent, nous explique-t-on, la Ville étant réticente à signer des ententes sur plusieurs années avec plusieurs d’entre eux.",FR,headlines
21443,441378HAN378-13025922,2024-11-28,"Madam Speaker, I very much thank, as always, my entertaining colleague and the chairman of the ethics committee for his speech, although it really pains me deeply to be identified as obstructionist.",EN,parliament
39688,441351HAN351-12911889,2024-10-08,Cela a finalement permis de limiter la vitesse.,FR,parliament
20880,441363HAN363-12963693,2024-10-31,"Today's global geopolitical climate is fraught with tension among the major nations of our planet, among our major powers, and various conflicts are unfolding on a global scale.War is not limited to the 1914-18 war, the 1939-45 war or the Korean War.",EN,parliament
33746,441287HAN287-12611422,2024-02-28,J'appelle cela faire des miracles.,FR,parliament
11170,www_tvanouvelles_ca_2024_07_17_un-automobiliste-fonce-sur-la-terrasse-dun-cafe-a-paris-faisant-plusieurs-blesses_20240717_213328,2024-07-17,"«Tous les blessés sont des clients», «des personnes en terrasse, car il fait beau aujourd’hui», a-t-il commenté, visiblement ému.",FR,headlines
24039,441314HAN314-12745725,2024-05-21,"He decided that it was fine for the Prime Minister to have said what he did, so I went to the Speaker's office to meet with him and ask him why it was okay for the Prime Minister to have made those comments.",EN,parliament
22465,441331HAN331-12826807,2024-06-13,It is introducing a new program that will be added on top of what Quebec is already doing.,EN,parliament
13813,www_ledevoir_com_monde_moyen-orient_820495_devoir-liban-j-ai-senti-odeur-mort-libanais-fuient-cauchemar-combats_20240925_031325,2024-09-25,"À Beyrouth, la ville est toujours aussi bruyante.",FR,headlines
21555,441359HAN359-12949658,2024-10-25,"If she is prepared to do that, I would love to be able to provide the same reciprocal response and go to one of her constituency high schools, where we could have a discussion on the issue that we have been debating over the last number of weeks.Is she confident enough in her position that she would take me up on that challenge?",EN,parliament
19599,www_lapresse_ca_actualites_grand-montreal_2024-08-12_tempete-debby_quebec-espere-rouvrir-l-autoroute-13-d-ici-mercredi_php_20240812_201349,2024-08-12,"« On prévoit rouvrir l’autoroute 13 d’ici mercredi, idéalement avant si c’est possible.",FR,headlines
2811,nationalpost_com_news_canada_saying-canadian-union-of-postal-workers-supports-hamas-was-not-libel-ontario-court-rules_20241125_024356,2024-11-25,"“We are disappointed with the outcome,” said an email from CUPW media relations.",EN,headlines
31970,441315HAN315-12751562,2024-05-22,Représente‑il un important pas dans la bonne direction?,FR,parliament
29479,441300HAN300-12682663,2024-04-16,"We will be talking a little about some of this announcement, as well some of the other failed announcements that the Prime Minister and his “speNDP” coalition have undertaken in the last four or five years.From the onset, I will say that I believe that if a Canadian needs medication, we should be doing everything in our power to make sure they have access to the medications they need.",EN,parliament
12400,www_lapresse_ca_actualites_politique_2024-11-23_manifestation-contre-l-otan-a-montreal_les-violences-condamnees-par-plusieurs-politiciens_php_20241123_215331,2024-11-23,La manifestation était organisée par les groupes Désinvestir pour la Palestine et la Convergence des luttes anticapitalistes (CLAC).,FR,headlines
20807,441290HAN290-12628501,2024-03-18,"Speaker, that is an extraordinary comment.",EN,parliament
14628,www_lapresse_ca_arts_musique_2024-06-01_funerailles-nationales_un-concert-d-hommages-pour-jean-pierre-ferland_php_20240601_194344,2024-06-01,"C’est intelligent, ça parle au cœur », a dit M.",FR,headlines
5031,www_cbc_ca_news_world_crash-ronald-reagan-airport-1_7445596_20250130_073429,2025-01-30,"With files from the CBC's Alex Panetta  Audience Relations, CBC P.O.",EN,headlines
1207,www_theglobeandmail_com_canada_article-school-boards-sue-byte-dance-meta-snap__20240529_152419,2024-05-29,"We see it has lots of potential for good,” he said, adding that “we’re seeing the other side of the coin, in the sense of the damage that it’s having on their mental health.”",EN,headlines
20509,441318HAN318-12764154,2024-05-27,I could have talked about housing-related issues and the initiatives the Liberal government has taken.,EN,parliament
19937,www_journaldemontreal_com_2024_09_30_menaces-a-lendroit-de-cedric-pare-cest-pas-facile-pour-lui-explique-un-coequipier-de-hockey-balle_20240930_045323,2024-09-30,"On n’est pas dans un jeu vidéo là», rappelle Samson.",FR,headlines
21790,441354HAN354-12927567,2024-10-11,There is the Atlantic Canada Opportunities Agency; it is too afraid to turn over documents.,EN,parliament
28955,441351HAN351-12914867,2024-10-08,"There are all of these scandals, this litany of scandals, from the several allegations of the corruption of officials in Canada and around the globe for the engineering construction firm SNC-Lavalin to the Prime Minister himself applying pressure to the former attorney general, Jody Wilson-Raybould, to sign an agreement to let SNC-Lavalin off the hook.",EN,parliament
15027,www_journaldemontreal_com_2024_12_10_quatre-anesthesistes-de-lhopital-royal-victoria-devant-le-college-des-medecins-pour-des-pratiques-douteuses_20241212_115326,2024-12-12,"Selon des sources qui se sont confiées au Journal ainsi qu’à notre Bureau d’enquête, les Drs Schricker et Lattermann font partie d’un groupe d’anesthésistes qui a été à l’origine d’importantes tensions pendant plusieurs années à l’hôpital Royal-Victoria.",FR,headlines
12409,www_lapresse_ca_actualites_politique_2024-10-28_aide-medicale-a-mourir_le-code-criminel-n-a-pas-change-dit-holland_php_20241028_235333,2024-10-28,Il a insisté sur le fait que le système de la santé dans l’ensemble du pays doit être prêt avant qu’Ottawa aille de l’avant avec un changement de cette nature.,FR,headlines
23216,441333HAN333-12830935,2024-06-17,"I first met Jim when he was behind the camera and, sometimes, as a journalist when a media reporter was not available.",EN,parliament
